Unnamed: 0,fighter_name,Height,Weight,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Stance_Open Stance,Stance_Orthodox,Stance_Southpaw,Stance_Switch,Age
0,Shamil Abdurakhimov,6' 3,235.0,6' 3,2.45,0.44,2.45,0.58,1.23,0.24,0.47,0.2,0,1,0,0,44.0
1,Mariya Agapova,5' 6,125.0,5' 6,3.7,0.5,4.15,0.47,1.23,0.66,0.33,0.6,0,0,1,0,28.0
2,Jessica Aguilar,5' 3,115.0,5' 3,4.93,0.5,7.19,0.53,0.94,0.25,0.5,0.2,0,1,0,0,43.0
3,Omari Akhmedov,6' 0,185.0,6' 0,2.95,0.35,2.59,0.57,2.63,0.49,0.65,0.3,0,1,0,0,38.0
4,Yoshihiro Akiyama,5' 10,170.0,5' 10,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0,0,1,0,0,50.0
5,Amir Albazi,5' 5,125.0,5' 5,4.06,0.4,3.15,0.58,2.28,0.75,0.66,0.8,0,1,0,0,32.0
6,Aleksandra Albu,5' 2,115.0,5' 2,4.83,0.47,5.56,0.38,2.27,0.5,0.77,0.4,0,1,0,0,35.0
7,Ildemar Alcantara,6' 2,185.0,6' 2,1.93,0.38,2.63,0.5,2.0,0.68,0.81,0.9,0,1,0,0,43.0
8,Iuri Alcantara,5' 9,135.0,5' 9,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,0,0,1,0,45.0
9,Irene Aldana,5' 9,135.0,5' 9,5.52,0.38,5.97,0.61,0.23,0.5,0.84,0.1,0,1,0,0,38.0
10,Jose Aldo,5' 7,135.0,5' 7,3.45,0.45,3.52,0.61,0.57,0.56,0.91,0.1,0,1,0,0,39.0
11,Jim Alers,5' 9,145.0,5' 9,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3,0,1,0,0,39.0
12,John Alessio,5' 10,155.0,5' 10,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,0,1,0,0,46.0
13,Marcio Alexandre Junior,6' 0,185.0,6' 0,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7,0,0,1,0,36.0
14,John Allan,6' 1,205.0,6' 1,2.95,0.43,4.01,0.52,1.94,0.71,0.5,1.2,0,1,0,0,33.0
15,Arnold Allen,5' 8,145.0,5' 8,3.19,0.41,2.0,0.67,1.36,0.52,0.76,0.5,0,0,1,0,32.0
16,Brendan Allen,6' 2,185.0,6' 2,3.55,0.59,4.57,0.39,1.17,0.37,0.5,2.0,0,1,0,0,30.0
17,Ricardo Almeida,6' 0,170.0,6' 0,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2,0,1,0,0,49.0
18,Sarah Alpar,5' 4,135.0,5' 4,2.11,0.54,4.76,0.32,2.69,0.28,0.5,0.7,0,0,1,0,34.0
19,Ali AlQaisi,5' 6,135.0,5' 6,2.43,0.42,1.97,0.56,3.5,0.29,0.6,1.0,0,1,0,0,35.0
20,Eddie Alvarez,5' 9,155.0,5' 9,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,0,1,0,0,42.0
21,Thiago Alves,5' 9,170.0,5' 9,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,0,1,0,0,42.0
22,Warlley Alves,5' 11,170.0,5' 11,3.09,0.47,3.62,0.5,1.48,0.54,0.75,1.0,0,1,0,0,35.0
23,Sam Alvey,6' 2,205.0,6' 2,3.17,0.44,3.26,0.55,0.08,0.16,0.82,0.1,0,0,1,0,39.0
24,Makwan Amirkhani,5' 10,145.0,5' 10,1.42,0.44,2.63,0.51,3.37,0.37,0.57,1.4,0,0,1,0,37.0
25,Eryk Anders,6' 1,185.0,6' 1,3.23,0.46,4.15,0.51,1.62,0.35,0.8,0.1,0,0,1,0,38.0
26,Megan Anderson,6' 0,145.0,6' 0,1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5,0,1,0,0,36.0
27,Viscardi Andrade,5' 11,170.0,5' 11,3.26,0.42,2.77,0.63,1.93,0.5,0.66,0.3,0,1,0,0,42.0
28,Jessica Andrade,5' 1,115.0,5' 1,6.38,0.49,5.26,0.53,3.11,0.57,0.76,0.4,0,1,0,0,34.0
29,Dylan Andrews,6' 1,185.0,6' 1,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4,0,0,0,1,46.0
30,Nina Ansaroff,5' 5,115.0,5' 5,4.81,0.47,3.55,0.54,0.29,0.4,0.77,0.6,0,1,0,0,40.0
31,Gadzhimurad Antigulov,5' 11,205.0,5' 11,2.08,0.55,4.21,0.4,5.08,0.36,0.0,1.4,0,1,0,0,39.0
32,Igor Araujo,6' 1,170.0,6' 1,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6,0,1,0,0,45.0
33,Felipe Arantes,5' 8,135.0,5' 8,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,0,1,0,0,38.0
34,Julio Arce,5' 7,145.0,5' 7,4.25,0.36,2.87,0.67,0.58,0.3,0.93,0.6,0,0,1,0,36.0
35,Viviane Araujo,5' 4,125.0,5' 4,4.97,0.48,4.84,0.6,2.33,0.64,0.94,0.2,0,1,0,0,39.0
36,Andrei Arlovski,6' 3,240.0,6' 3,3.48,0.44,2.83,0.57,0.47,0.36,0.78,0.3,0,1,0,0,47.0
37,Akbarh Arreola,5' 10,155.0,5' 10,2.32,0.45,4.01,0.56,1.07,1.0,0.33,0.4,0,0,1,0,43.0
38,Austin Arnett,6' 0,145.0,6' 0,4.52,0.41,6.38,0.62,0.44,0.18,0.57,0.2,0,1,0,0,34.0
39,Matt Arroyo,5' 10,170.0,5' 10,1.62,0.47,2.01,0.58,2.12,0.36,1.0,5.3,0,1,0,0,43.0
40,Antonio Arroyo,6' 3,185.0,6' 3,3.08,0.7,1.72,0.44,1.4,0.41,0.32,0.3,0,1,0,0,36.0
41,Cyril Asker,6' 0,247.0,6' 0,3.35,0.39,5.82,0.35,4.41,0.62,1.0,0.9,0,1,0,0,40.0
42,Scott Askham,6' 3,185.0,6' 3,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,0,0,1,0,37.0
43,Ben Askren,5' 11,170.0,5' 11,3.64,0.49,5.66,0.36,4.33,0.55,0.0,0.9,0,1,0,0,41.0
44,Tom Aspinall,6' 5,256.0,6' 5,7.43,0.66,3.06,0.65,3.54,1.0,0.0,1.8,0,1,0,0,32.0
45,Junior Assuncao,5' 9,145.0,5' 9,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,0,1,0,0,44.0
46,Raphael Assuncao,5' 5,135.0,5' 5,3.26,0.4,2.33,0.68,1.48,0.38,0.8,0.3,0,1,0,0,43.0
47,Olivier Aubin-Mercier,5' 9,155.0,5' 9,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,0,0,1,0,37.0
48,Marcus Aurelio,5' 10,155.0,5' 10,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,0,1,0,0,52.0
49,Blas Avena,6' 0,170.0,6' 0,2.34,0.47,3.36,0.43,2.37,0.8,0.5,1.8,0,1,0,0,42.0
50,Hunter Azure,5' 8,145.0,5' 8,4.17,0.52,1.99,0.62,2.52,0.45,0.76,1.4,0,1,0,0,34.0
51,Miguel Baeza,6' 2,170.0,6' 2,4.64,0.55,3.89,0.5,0.8,0.4,1.0,1.2,0,1,0,0,33.0
52,Ali Bagautinov,5' 4,125.0,5' 4,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,0,1,0,0,40.0
53,Seth Baczynski,6' 3,170.0,6' 3,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,0,1,0,0,44.0
54,Ryan Bader,6' 2,205.0,6' 2,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,0,1,0,0,42.0
55,Siyar Bahadurzada,5' 11,170.0,5' 11,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,0,1,0,0,41.0
56,Humberto Bandenay,5' 11,145.0,5' 11,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5,0,0,1,0,31.0
57,Tae Hyun Bang,5' 9,155.0,5' 9,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,0,0,0,1,42.0
58,Maycee Barber,5' 5,125.0,5' 5,5.21,0.52,3.0,0.5,1.44,0.4,0.8,0.2,0,0,0,1,27.0
59,Antonio Banuelos,5' 5,135.0,5' 5,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4,0,1,0,0,46.0
60,Bryan Barberena,6' 0,170.0,6' 0,5.48,0.48,4.7,0.45,0.23,0.28,0.6,0.5,0,0,1,0,36.0
61,Renan Barao,5' 6,145.0,5' 6,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,0,1,0,0,39.0
62,Edson Barboza,5' 11,145.0,5' 11,3.98,0.43,4.03,0.6,0.44,0.44,0.78,0.1,0,1,0,0,40.0
63,Raoni Barcelos,5' 7,135.0,5' 7,5.59,0.52,4.17,0.67,2.23,0.56,0.85,0.7,0,1,0,0,38.0
64,Luke Barnatt,6' 6,185.0,6' 6,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,0,1,0,0,37.0
65,Phil Baroni,5' 9,170.0,5' 9,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,0,1,0,0,49.0
66,Josh Barnett,6' 3,250.0,6' 3,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,0,1,0,0,48.0
67,Enrique Barzola,5' 7,145.0,5' 7,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,0,1,0,0,36.0
68,Chris Beal,5' 7,125.0,5' 7,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,0,1,0,0,40.0
69,Chase Beebe,5' 7,135.0,5' 7,2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9,0,1,0,0,41.0
70,Mirsad Bektic,5' 8,145.0,5' 8,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,0,1,0,0,35.0
71,Alan Belcher,6' 2,185.0,6' 2,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,0,1,0,0,41.0
72,Vitor Belfort,6' 0,185.0,6' 0,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,0,0,1,0,49.0
73,Marco Beltran,5' 8,125.0,5' 8,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2,0,1,0,0,39.0
74,Joseph Benavidez,5' 4,125.0,5' 4,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,0,0,1,0,41.0
75,Gabriel Benitez,5' 8,155.0,5' 8,4.38,0.38,3.26,0.7,0.17,0.5,0.56,1.2,0,0,1,0,37.0
76,Ryan Benoit,5' 5,125.0,5' 5,2.95,0.41,3.4,0.6,0.33,0.25,0.7,0.5,0,1,0,0,36.0
77,Dennis Bermudez,5' 6,155.0,5' 6,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,0,1,0,0,39.0
78,Talita Bernardo,5' 4,135.0,5' 4,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,0,1,0,0,39.0
79,Manny Bermudez,5' 10,145.0,5' 10,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1,0,1,0,0,31.0
80,Matt Bessette,5' 10,145.0,5' 10,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3,0,1,0,0,41.0
81,Michael Bisping,6' 1,185.0,6' 1,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,0,1,0,0,47.0
82,Jan Blachowicz,6' 2,205.0,6' 2,3.59,0.49,2.79,0.53,1.18,0.53,0.65,0.2,0,1,0,0,43.0
83,Brad Blackburn,5' 10,170.0,5' 10,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,0,1,0,0,48.0
84,Maximo Blanco,5' 8,145.0,5' 8,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,0,1,0,0,42.0
85,Mark Bocek,5' 8,155.0,5' 8,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,0,1,0,0,44.0
86,Tim Boetsch,6' 0,185.0,6' 0,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,0,1,0,0,45.0
87,Rogerio Bontorin,5' 5,125.0,5' 5,2.19,0.5,3.12,0.38,1.9,0.4,0.51,1.6,0,1,0,0,33.0
88,Stephan Bonnar,6' 4,205.0,6' 4,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,0,1,0,0,49.0
89,Ray Borg,5' 4,135.0,5' 4,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,0,1,0,0,32.0
90,Brian Bowles,5' 7,135.0,5' 7,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4,0,1,0,0,45.0
91,Roger Bowling,5' 9,155.0,5' 9,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9,0,1,0,0,43.0
92,Sean Brady,5' 10,170.0,5' 10,4.72,0.55,3.6,0.63,2.69,0.6,1.0,1.2,0,1,0,0,33.0
93,Diego Brandao,5' 7,145.0,5' 7,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,0,1,0,0,38.0
94,Jason Brilz,5' 11,205.0,5' 11,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,0,1,0,0,50.0
95,Jonathan Brookins,6' 0,145.0,6' 0,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,0,0,1,0,40.0
96,Will Brooks,5' 10,155.0,5' 10,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,0,1,0,0,39.0
97,Jarred Brooks,5' 3,125.0,5' 3,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6,0,0,0,1,32.0
98,Mike Brown,5' 6,145.0,5' 6,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,0,1,0,0,50.0
99,Matt Brown,6' 0,170.0,6' 0,3.69,0.54,2.67,0.55,1.56,0.44,0.63,1.4,0,1,0,0,45.0
100,TJ Brown,5' 9,145.0,5' 9,3.22,0.42,2.21,0.5,4.92,0.6,0.4,0.4,0,0,0,1,35.0
101,Damien Brown,5' 10,155.0,5' 10,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7,0,1,0,0,41.0
102,Randy Brown,6' 3,170.0,6' 3,3.67,0.47,2.8,0.53,1.0,0.46,0.71,0.6,0,1,0,0,35.0
103,Travis Browne,6' 6,255.0,6' 6,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,0,1,0,0,43.0
104,Derek Brunson,6' 1,185.0,6' 1,3.46,0.47,2.72,0.53,3.11,0.33,0.94,0.5,0,0,1,0,42.0
105,Paul Buentello,6' 2,245.0,6' 2,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,0,1,0,0,52.0
106,Wuliji Buren,5' 9,135.0,5' 9,1.63,0.42,2.96,0.56,3.38,0.42,0.71,0.4,0,1,0,0,37.0
107,Shane Burgos,5' 11,145.0,5' 11,7.31,0.5,5.81,0.6,0.3,1.0,0.89,0.1,0,1,0,0,35.0
108,Joshua Burkman,5' 10,170.0,5' 10,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,0,1,0,0,45.0
109,Mads Burnell,5' 8,145.0,5' 8,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,0,1,0,0,32.0
110,Kevin Burns,5' 10,170.0,5' 10,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8,0,1,0,0,46.0
111,Herbert Burns,5' 9,145.0,5' 9,1.67,0.45,5.02,0.33,4.64,0.83,0.75,2.8,0,1,0,0,38.0
112,Gilbert Burns,5' 10,170.0,5' 10,3.22,0.45,3.04,0.54,2.08,0.35,0.5,0.7,0,1,0,0,39.0
113,JP Buys,5' 5,125.0,5' 5,2.66,0.45,3.05,0.43,2.22,0.5,0.33,2.2,0,1,0,0,29.0
114,Dennis Buzukja,5' 9,145.0,5' 9,3.8,0.46,6.8,0.35,2.0,0.25,1.0,1.0,0,0,0,1,28.0
115,Charles Byrd,5' 10,185.0,5' 10,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5,0,1,0,0,42.0
116,Yan Cabral,5' 11,155.0,5' 11,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,0,1,0,0,42.0
117,Alex Caceres,5' 10,145.0,5' 10,4.1,0.5,2.82,0.65,0.57,0.78,0.64,0.8,0,0,1,0,37.0
118,Joanne Calderwood,5' 6,125.0,5' 6,6.59,0.49,4.4,0.53,1.8,0.55,0.58,0.5,0,1,0,0,40.0
119,Cynthia Calvillo,5' 4,125.0,5' 4,4.18,0.41,3.52,0.67,1.85,0.44,0.71,1.1,0,1,0,0,38.0
120,Fabricio Camoes,5' 10,155.0,5' 10,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,0,1,0,0,47.0
121,Chris Camozzi,6' 2,185.0,6' 2,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,0,1,0,0,39.0
122,Will Campuzano,5' 9,125.0,5' 9,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,0,1,0,0,39.0
123,Chico Camus,5' 6,125.0,5' 6,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,0,1,0,0,41.0
124,Guido Cannetti,5' 6,135.0,5' 6,2.85,0.51,2.17,0.5,2.64,0.5,0.75,0.3,0,0,1,0,46.0
125,Luiz Cane,6' 2,185.0,6' 2,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,0,0,1,0,44.0
126,Phil Caracappa,5' 8,135.0,5' 8,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0,0,1,0,0,33.0
127,Steve Cantwell,6' 2,185.0,6' 2,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,0,1,0,0,39.0
128,Bryan Caraway,5' 8,135.0,5' 8,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,0,1,0,0,41.0
129,Chris Cariaso,5' 3,125.0,5' 3,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,0,0,1,0,44.0
130,Antonio Carlos Junior,6' 2,185.0,6' 2,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,0,1,0,0,36.0
131,Spike Carlyle,5' 8,145.0,5' 8,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5,0,0,0,1,32.0
132,Francis Carmont,6' 3,205.0,6' 3,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,0,1,0,0,44.0
133,Liz Carmouche,5' 6,125.0,5' 6,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,0,1,0,0,42.0
134,Roan Carneiro,5' 11,170.0,5' 11,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,0,1,0,0,47.0
135,Johnny Case,5' 10,155.0,5' 10,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,0,1,0,0,36.0
136,Kevin Casey,5' 11,185.0,5' 11,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,0,0,1,0,44.0
137,Cortney Casey,5' 7,125.0,5' 7,4.33,0.38,4.19,0.52,0.28,0.27,0.38,0.6,0,1,0,0,38.0
138,Danny Castillo,5' 9,155.0,5' 9,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,0,1,0,0,46.0
139,Nick Catone,6' 0,185.0,6' 0,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5,0,0,1,0,44.0
140,Gesias Cavalcante,5' 8,155.0,5' 8,1.98,0.35,3.11,0.51,1.25,0.36,0.66,1.1,0,1,0,0,42.0
141,Rafael Cavalcante,6' 1,205.0,6' 1,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,0,1,0,0,45.0
142,Henry Cejudo,5' 4,135.0,5' 4,3.92,0.45,2.77,0.65,2.12,0.33,0.93,0.2,0,1,0,0,39.0
143,Magnus Cedenblad,6' 5,185.0,6' 5,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0,0,1,0,0,43.0
144,Luan Chagas,6' 0,170.0,6' 0,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,0,1,0,0,32.0
145,Donald Cerrone,6' 1,155.0,6' 1,4.43,0.46,4.46,0.53,1.19,0.33,0.73,1.2,0,1,0,0,43.0
146,Alex Chambers,5' 3,115.0,5' 3,2.97,0.54,5.1,0.5,2.31,0.41,0.53,1.0,0,0,1,0,47.0
147,Michael Chandler,5' 8,155.0,5' 8,4.29,0.49,3.76,0.52,2.37,0.41,0.8,1.4,0,1,0,0,39.0
148,Macy Chiasson,5' 11,135.0,5' 11,4.16,0.49,2.17,0.46,0.98,0.21,0.64,0.5,0,1,0,0,34.0
149,Michael Chiesa,6' 1,170.0,6' 1,1.89,0.4,1.71,0.54,3.6,0.52,0.68,0.9,0,0,1,0,38.0
150,Khamzat Chimaev,6' 2,170.0,6' 2,9.03,0.72,0.1,0.66,4.67,0.75,0.0,3.1,0,1,0,0,31.0
151,John Cholish,5' 11,155.0,5' 11,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,0,1,0,0,42.0
152,Ryo Chonan,5' 9,170.0,5' 9,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3,0,1,0,0,49.0
153,Katlyn Chookagian,5' 9,125.0,5' 9,4.22,0.34,4.23,0.63,0.27,0.15,0.51,0.5,0,1,0,0,37.0
154,Hannah Cifers,5' 1,115.0,5' 1,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,0,1,0,0,33.0
155,Misha Cirkunov,6' 3,205.0,6' 3,4.18,0.51,3.22,0.6,4.28,0.57,0.71,2.3,0,1,0,0,39.0
156,Devin Clark,6' 0,205.0,6' 0,3.33,0.57,2.43,0.48,2.7,0.36,0.76,0.1,0,1,0,0,35.0
157,Jessica-Rose Clark,5' 5,125.0,5' 5,4.68,0.51,3.98,0.6,1.01,0.55,0.73,0.4,0,1,0,0,38.0
158,Heather Clark,5' 6,115.0,5' 6,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3,0,1,0,0,45.0
159,Rich Clementi,5' 9,155.0,5' 9,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,0,0,1,0,50.0
160,Mitch Clarke,5' 10,155.0,5' 10,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,0,1,0,0,40.0
161,Marloes Coenen,5' 9,145.0,5' 9,2.15,0.51,1.9,0.67,0.82,0.3,0.41,2.5,0,0,0,0,45.0
162,Felipe Colares,5' 8,135.0,5' 8,1.13,0.42,3.0,0.32,2.0,0.25,0.34,1.0,0,1,0,0,32.0
163,Mark Coleman,6' 1,205.0,6' 1,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,0,1,0,0,61.0
164,Clay Collard,5' 11,145.0,5' 11,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,0,1,0,0,33.0
