Unnamed: 0,fighter_name,Height,Weight,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Stance_Open Stance,Stance_Orthodox,Stance_Southpaw,Stance_Switch,Age
165,Jamie Colleen,5' 3,115.0,5' 3,3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6,0,1,0,0,40.0
166,Jake Collier,6' 3,230.0,6' 3,4.92,0.41,4.09,0.53,0.57,0.23,0.67,0.4,0,1,0,0,37.0
167,Carlos Condit,6' 2,170.0,6' 2,3.63,0.39,2.49,0.56,0.62,0.54,0.39,1.0,0,1,0,0,41.0
168,Montserrat Conejo,5' 0,115.0,5' 0,1.0,0.36,2.07,0.52,4.0,0.8,0.0,2.0,0,0,1,0,33.0
169,Amanda Cooper,5' 3,115.0,5' 3,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,0,0,0,1,34.0
170,Daniel Cormier,5' 11,235.0,5' 11,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,0,1,0,0,47.0
171,Patrick Cote,5' 11,170.0,5' 11,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,0,1,0,0,46.0
172,Ryan Couture,5' 10,155.0,5' 10,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,0,1,0,0,43.0
173,Colby Covington,5' 11,170.0,5' 11,4.12,0.38,2.86,0.55,4.61,0.5,0.75,0.1,0,1,0,0,38.0
174,Paul Craig,6' 3,205.0,6' 3,2.4,0.49,2.43,0.49,2.11,0.26,0.55,1.5,0,1,0,0,38.0
175,Tim Credeur,6' 3,185.0,6' 3,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,0,1,0,0,48.0
176,Randy Couture,6' 1,205.0,6' 1,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,0,1,0,0,62.0
177,Kevin Croom,5' 11,155.0,5' 11,1.35,0.36,3.22,0.31,0.97,0.06,0.5,1.0,0,1,0,0,38.0
178,Jimmy Crute,6' 2,205.0,6' 2,4.36,0.57,2.31,0.54,4.33,0.75,0.6,2.4,0,1,0,0,30.0
179,Dominick Cruz,5' 8,135.0,5' 8,3.65,0.32,2.42,0.72,2.99,0.46,0.83,0.1,0,1,0,0,41.0
180,Luke Cummo,6' 0,170.0,6' 0,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,0,1,0,0,45.0
181,Allen Crowder,6' 3,245.0,6' 3,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,0,1,0,0,36.0
182,Patrick Cummins,6' 2,205.0,6' 2,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,0,1,0,0,45.0
183,Kailin Curran,5' 4,115.0,5' 4,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6,0,1,0,0,34.0
184,Jeff Curran,5' 6,135.0,5' 6,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2,0,1,0,0,48.0
185,Daron Cruickshank,5' 8,155.0,5' 8,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,0,0,0,1,40.0
186,Henrique da Silva,6' 3,205.0,6' 3,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,0,1,0,0,36.0
187,Alex Da Silva,5' 8,155.0,5' 8,2.07,0.46,2.65,0.55,2.75,0.43,0.77,0.4,0,1,0,0,30.0
188,Zak Cummings,6' 0,185.0,6' 0,2.58,0.32,2.83,0.55,0.68,0.28,0.65,0.7,0,0,1,0,41.0
189,Aisling Daly,5' 2,115.0,5' 2,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9,0,1,0,0,38.0
190,Rodrigo Damm,5' 7,155.0,5' 7,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,0,1,0,0,46.0
191,Mac Danzig,5' 8,155.0,5' 8,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,0,1,0,0,46.0
192,Beneil Dariush,5' 10,155.0,5' 10,4.0,0.49,2.72,0.59,2.03,0.32,0.81,1.0,0,0,1,0,36.0
193,Kyle Daukaus,6' 3,185.0,6' 3,3.69,0.59,2.16,0.42,2.33,0.41,0.94,1.7,0,0,1,0,33.0
194,Marcus Davis,5' 10,170.0,5' 10,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,0,0,1,0,52.0
195,LC Davis,5' 8,135.0,5' 8,2.04,0.3,2.1,0.59,2.27,0.46,0.66,0.2,0,0,1,0,45.0
196,Phil Davis,6' 2,205.0,6' 2,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,0,1,0,0,41.0
197,Alexis Davis,5' 6,135.0,5' 6,4.18,0.47,4.18,0.55,0.94,0.4,0.34,0.8,0,1,0,0,41.0
198,Brandon Davis,5' 10,135.0,5' 10,4.65,0.35,4.33,0.6,0.71,0.45,0.56,0.1,0,1,0,0,35.0
199,Grant Dawson,5' 10,145.0,5' 10,3.4,0.48,2.1,0.51,3.44,0.34,0.4,1.6,0,0,0,1,32.0
200,Martin Day,5' 10,145.0,5' 10,3.97,0.45,3.79,0.53,0.72,0.6,0.65,0.5,0,1,0,0,37.0
201,Philip De Fries,6' 5,250.0,6' 5,2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,0,1,0,0,39.0
202,Chris de la Rocha,6' 3,250.0,6' 3,4.08,0.45,6.37,0.43,2.02,0.3,0.33,1.0,0,1,0,0,46.0
203,Montana De La Rosa,5' 7,125.0,5' 7,2.85,0.36,3.39,0.45,2.14,0.28,0.57,1.2,0,1,0,0,31.0
204,Mark De La Rosa,5' 6,135.0,5' 6,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2,0,1,0,0,31.0
205,Isabela de Padua,5' 3,125.0,5' 3,1.0,0.35,2.07,0.5,2.0,0.66,0.0,1.0,0,1,0,0,34.0
206,Rolando Delgado,6' 3,155.0,6' 3,1.56,0.4,1.83,0.62,1.17,0.22,0.0,3.5,0,1,0,0,44.0
207,Jon Delos Reyes,5' 6,125.0,5' 6,2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9,0,1,0,0,38.0
208,Roland Delorme,5' 9,135.0,5' 9,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,0,1,0,0,42.0
209,Tony DeSouza,6' 0,170.0,6' 0,1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,0,0,1,0,51.0
210,Mackenzie Dern,5' 4,115.0,5' 4,3.74,0.38,3.81,0.61,0.28,0.05,0.0,2.2,0,1,0,0,33.0
211,Cyrille Diabate,6' 6,205.0,6' 6,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,0,0,1,0,52.0
212,Hacran Dias,5' 8,155.0,5' 8,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,0,1,0,0,41.0
213,Nick Diaz,6' 1,185.0,6' 1,5.43,0.42,3.56,0.61,1.32,0.33,0.6,1.0,0,0,1,0,42.0
214,Nate Diaz,6' 0,170.0,6' 0,4.62,0.45,3.78,0.53,1.19,0.3,0.42,1.4,0,0,1,0,40.0
215,TJ Dillashaw,5' 6,125.0,5' 6,5.37,0.41,3.03,0.65,1.68,0.37,0.86,1.0,0,1,0,0,40.0
216,Russell Doane,5' 7,135.0,5' 7,1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,0,1,0,0,39.0
217,Drew Dober,5' 8,155.0,5' 8,4.33,0.4,3.87,0.54,0.8,0.17,0.55,0.1,0,0,1,0,37.0
218,Joe Doerksen,6' 0,185.0,6' 0,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,0,1,0,0,48.0
219,CB Dollaway,6' 2,185.0,6' 2,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,0,1,0,0,42.0
220,Cody Donovan,6' 3,205.0,6' 3,5.61,0.59,5.44,0.45,1.67,0.28,0.0,1.7,0,1,0,0,45.0
221,Roman Dolidze,6' 2,205.0,6' 2,2.98,0.51,1.75,0.61,1.75,0.5,0.33,2.2,0,1,0,0,37.0
222,Anderson Dos Santos,5' 5,135.0,5' 5,2.66,0.28,4.8,0.55,1.3,0.18,0.66,0.9,0,1,0,0,40.0
223,Tiago dos Santos e Silva,5' 9,145.0,5' 9,3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3,0,1,0,0,38.0
224,Junior Dos Santos,6' 4,238.0,6' 4,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,0,1,0,0,42.0
225,Rafael Dos Anjos,5' 8,155.0,5' 8,3.49,0.46,3.22,0.61,1.93,0.37,0.58,0.6,0,0,1,0,41.0
226,Tomasz Drwal,6' 1,205.0,6' 1,3.29,0.38,2.26,0.57,3.55,0.6,0.82,0.4,0,1,0,0,44.0
227,Jessamyn Duke,5' 11,135.0,5' 11,4.83,0.53,4.43,0.57,1.27,0.36,0.5,1.9,0,1,0,0,39.0
228,Joe Duffy,5' 10,155.0,5' 10,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7,0,1,0,0,38.0
229,Cody Durden,5' 7,125.0,5' 7,3.11,0.48,3.93,0.41,3.28,0.26,0.5,0.8,0,0,1,0,35.0
230,Reuben Duran,5' 7,135.0,5' 7,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,0,1,0,0,42.0
231,Evan Dunham,5' 10,155.0,5' 10,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,0,0,1,0,44.0
232,Merab Dvalishvili,5' 6,135.0,5' 6,3.91,0.39,2.08,0.61,7.71,0.43,0.8,0.3,0,1,0,0,35.0
233,Brian Ebersole,6' 0,170.0,6' 0,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,0,0,1,0,45.0
234,Frankie Edgar,5' 6,135.0,5' 6,3.7,0.39,2.71,0.66,2.28,0.31,0.65,0.3,0,1,0,0,44.0
235,Joselyne Edwards,5' 8,135.0,5' 8,4.2,0.53,3.83,0.46,0.5,0.16,0.37,0.5,0,1,0,0,30.0
236,Justin Edwards,5' 10,155.0,5' 10,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1.0,0,1,0,0,43.0
237,Leon Edwards,6' 2,170.0,6' 2,2.56,0.47,2.03,0.55,1.35,0.3,0.7,0.4,0,0,1,0,34.0
238,Yves Edwards,5' 9,155.0,5' 9,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,0,0,1,0,49.0
239,Per Eklund,5' 10,155.0,5' 10,2.07,0.61,2.38,0.67,2.07,0.11,0.5,3.6,0,1,0,0,
240,Jake Ellenberger,5' 9,170.0,5' 9,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,0,1,0,0,41.0
241,Darren Elkins,5' 10,145.0,5' 10,3.5,0.38,3.08,0.52,2.7,0.33,0.58,1.2,0,1,0,0,41.0
242,Joe Ellenberger,5' 9,155.0,5' 9,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,0,1,0,0,41.0
243,Tim Elliott,5' 7,125.0,5' 7,3.35,0.45,2.49,0.59,4.01,0.49,0.58,1.1,0,0,1,0,39.0
244,Rob Emerson,5' 9,155.0,5' 9,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4,0,1,0,0,44.0
245,Ramazan Emeev,5' 10,170.0,5' 10,2.5,0.45,1.98,0.66,2.33,0.29,0.66,0.5,0,0,1,0,38.0
246,Josh Emmett,5' 6,145.0,5' 6,4.32,0.39,4.02,0.63,1.43,0.47,0.5,0.1,0,1,0,0,41.0
247,Fedor Emelianenko,6' 0,230.0,6' 0,3.18,0.51,1.0,0.63,2.0,0.63,0.82,1.9,0,1,0,0,49.0
248,Julian Erosa,6' 1,145.0,6' 1,5.07,0.47,5.72,0.5,1.32,0.54,0.58,0.9,0,0,1,0,36.0
249,Efrain Escudero,5' 9,155.0,5' 9,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,0,1,0,0,40.0
250,Carla Esparza,5' 1,115.0,5' 1,2.29,0.42,2.85,0.53,3.44,0.35,0.48,0.3,0,1,0,0,38.0
251,Juan Espino,6' 3,250.0,6' 3,4.32,0.8,0.54,0.42,14.19,0.77,0.0,6.1,0,0,0,0,45.0
252,Jordan Espinosa,5' 6,125.0,5' 6,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2,0,1,0,0,36.0
253,Terry Etim,6' 1,155.0,6' 1,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,0,1,0,0,40.0
254,Sijara Eubanks,5' 4,135.0,5' 4,4.52,0.43,3.69,0.57,1.88,0.46,0.65,0.4,0,1,0,0,40.0
255,Billy Evangelista,5' 8,155.0,5' 8,4.51,0.4,3.96,0.61,1.6,0.19,0.61,0.2,0,1,0,0,45.0
256,Tonya Evinger,5' 7,135.0,5' 7,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9,0,1,0,0,44.0
257,Andre Ewell,5' 8,135.0,5' 8,4.42,0.41,4.25,0.52,0.29,0.66,0.7,0.1,0,0,1,0,38.0
258,Jessica Eye,5' 6,125.0,5' 6,3.76,0.37,4.01,0.55,0.45,0.4,0.57,0.5,0,1,0,0,39.0
259,Wagnney Fabiano,5' 6,145.0,5' 6,1.19,0.38,0.66,0.7,3.44,0.64,1.0,0.4,0,0,1,0,50.0
260,Urijah Faber,5' 6,135.0,5' 6,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,0,1,0,0,46.0
261,Paul Felder,5' 11,155.0,5' 11,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,0,1,0,0,41.0
262,Kevin Ferguson,6' 2,235.0,6' 2,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2,0,1,0,0,52.0
263,Tony Ferguson,5' 11,155.0,5' 11,5.46,0.45,3.94,0.59,0.45,0.42,0.7,1.1,0,1,0,0,42.0
264,Cezar Ferreira,6' 1,185.0,6' 1,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,0,0,1,0,41.0
265,Diego Ferreira,5' 9,155.0,5' 9,4.85,0.37,3.26,0.58,0.89,0.26,0.68,0.9,0,1,0,0,41.0
266,Drew Fickett,5' 10,155.0,5' 10,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,0,1,0,0,46.0
267,Deiveson Figueiredo,5' 5,125.0,5' 5,3.38,0.56,3.35,0.5,1.57,0.5,0.61,2.4,0,1,0,0,38.0
268,Edwin Figueroa,5' 7,135.0,5' 7,2.57,0.39,3.06,0.51,0.2,1.0,0.37,0.6,0,1,0,0,41.0
269,Andre Fili,5' 11,145.0,5' 11,3.73,0.36,3.9,0.52,2.5,0.49,0.64,0.2,0,1,0,0,35.0
270,Mirko Filipovic,6' 2,230.0,6' 2,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,0,0,1,0,51.0
271,Luigi Fioravanti,5' 8,170.0,5' 8,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,0,1,0,0,45.0
272,Spencer Fisher,5' 7,155.0,5' 7,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,0,0,1,0,49.0
273,Chris Fishgold,5' 8,145.0,5' 8,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3,0,1,0,0,33.0
274,Jimmy Flick,5' 7,125.0,5' 7,1.99,0.58,2.3,0.5,1.81,0.5,0.0,7.2,0,1,0,0,35.0
275,Jon Fitch,6' 0,170.0,6' 0,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,0,1,0,0,48.0
276,Kenny Florian,5' 10,145.0,5' 10,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,0,0,1,0,49.0
277,Rob Font,5' 8,135.0,5' 8,5.21,0.42,3.83,0.62,1.2,0.36,0.48,0.8,0,1,0,0,38.0
278,Jesse Forbes,6' 2,185.0,6' 2,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,0,0,1,0,41.0
279,Marcel Fortuna,6' 1,205.0,6' 1,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5,0,1,0,0,40.0
280,Jussier Formiga,5' 5,125.0,5' 5,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,0,1,0,0,40.0
281,Brian Foster,5' 9,170.0,5' 9,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8,0,1,0,0,42.0
282,John Franchi,5' 6,145.0,5' 6,1.83,0.48,2.59,0.48,2.68,0.8,0.4,0.3,0,1,0,0,43.0
283,Hermes Franca,5' 6,155.0,5' 6,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,0,1,0,0,51.0
284,Glaico Franca Moreira,6' 0,155.0,6' 0,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,0,1,0,0,35.0
285,Rich Franklin,6' 1,185.0,6' 1,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,0,0,1,0,51.0
286,Patricio Freire,5' 5,145.0,5' 5,2.84,0.41,4.43,0.6,0.6,0.18,0.94,0.6,0,0,0,0,38.0
287,Matt Frevola,5' 9,155.0,5' 9,2.73,0.37,3.44,0.58,2.59,0.37,0.4,1.1,0,1,0,0,35.0
288,Jinh Yu Frey,5' 3,115.0,5' 3,1.79,0.4,3.35,0.44,1.06,0.42,0.83,0.7,0,0,1,0,40.0
289,Claudia Gadelha,5' 4,115.0,5' 4,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,0,1,0,0,37.0
290,Mitch Gagnon,5' 5,135.0,5' 5,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,0,0,1,0,41.0
291,Mickey Gall,6' 2,170.0,6' 2,2.55,0.46,3.65,0.42,1.15,0.26,0.4,2.1,0,0,0,1,34.0
292,Manvel Gamburyan,5' 5,135.0,5' 5,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,0,1,0,0,44.0
293,Ciryl Gane,6' 4,245.0,6' 4,5.04,0.55,1.85,0.69,1.13,0.26,1.0,0.5,0,1,0,0,35.0
294,Leonard Garcia,5' 10,145.0,5' 10,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,0,1,0,0,46.0
295,Edgar Garcia,5' 10,170.0,5' 10,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6,0,1,0,0,42.0
296,Alex Garcia,5' 9,170.0,5' 9,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1,0,1,0,0,38.0
297,Steve Garcia,6' 0,155.0,6' 0,4.31,0.55,2.52,0.36,0.61,0.25,1.0,0.6,0,0,1,0,33.0
298,Elias Garcia,5' 5,125.0,5' 5,1.59,0.27,5.05,0.5,0.68,0.14,0.33,1.4,0,0,1,0,33.0
299,Pablo Garza,6' 1,145.0,6' 1,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,0,1,0,0,42.0
300,Kelvin Gastelum,5' 9,185.0,5' 9,3.64,0.43,2.92,0.59,1.22,0.39,0.64,0.1,0,0,1,0,34.0
301,Louis Gaudinot,5' 3,125.0,5' 3,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,0,1,0,0,41.0
302,Chad George,5' 6,135.0,5' 6,1.26,0.5,1.11,0.65,3.08,0.46,0.0,1.3,0,0,1,0,43.0
303,Christos Giagos,5' 10,155.0,5' 10,2.88,0.41,2.59,0.51,3.11,0.39,0.5,0.3,0,1,0,0,36.0
304,Cody Gibson,5' 10,135.0,5' 10,2.47,0.31,2.54,0.63,1.85,0.38,0.58,0.4,0,1,0,0,38.0
305,Trevin Giles,6' 0,185.0,6' 0,3.26,0.56,1.88,0.62,1.37,0.8,0.79,0.3,0,1,0,0,33.0
306,Gregor Gillespie,5' 7,155.0,5' 7,3.58,0.49,2.14,0.6,7.02,0.47,0.0,0.9,0,1,0,0,39.0
307,Rick Glenn,6' 0,145.0,6' 0,4.31,0.42,4.29,0.53,0.67,0.13,0.66,0.3,0,0,1,0,36.0
308,Marcelo Golm,6' 3,249.0,6' 3,4.27,0.58,4.3,0.45,0.45,0.5,0.87,0.5,0,1,0,0,33.0
309,Frank Gomez,5' 10,135.0,5' 10,1.52,0.48,0.79,0.66,1.14,0.6,0.7,0.8,0,1,0,0,40.0
310,Akihiro Gono,5' 7,170.0,5' 7,2.18,0.48,2.67,0.63,1.01,0.84,0.46,0.5,0,0,0,1,51.0
311,Takanori Gomi,5' 7,155.0,5' 7,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,0,0,1,0,47.0
312,Gabriel Gonzaga,6' 2,242.0,6' 2,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,0,1,0,0,46.0
313,Fernando Gonzalez,5' 9,170.0,5' 9,4.47,0.47,4.03,0.65,0.86,0.33,0.43,1.4,0,0,1,0,42.0
314,Thibault Gouti,5' 10,155.0,5' 10,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3,0,1,0,0,39.0
315,Jonathan Goulet,6' 0,170.0,6' 0,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,0,1,0,0,46.0
316,Wilson Gouveia,6' 1,185.0,6' 1,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2,0,1,0,0,47.0
317,Roger Gracie,6' 4,185.0,6' 4,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,0,1,0,0,44.0
318,Kron Gracie,5' 9,145.0,5' 9,5.15,0.41,8.13,0.53,0.88,0.25,0.0,0.9,0,0,1,0,37.0
319,Davey Grant,5' 8,135.0,5' 8,3.93,0.47,2.47,0.63,2.3,0.45,0.66,0.2,0,1,0,0,40.0
320,TJ Grant,5' 10,155.0,5' 10,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,0,1,0,0,42.0
321,Tony Gravely,5' 5,135.0,5' 5,3.69,0.55,3.16,0.42,5.6,0.51,0.5,0.8,0,1,0,0,34.0
322,Alexa Grasso,5' 5,125.0,5' 5,4.96,0.43,3.61,0.64,0.28,0.4,0.6,0.6,0,1,0,0,32.0
323,Michael Graves,5' 10,170.0,5' 10,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4,0,1,0,0,35.0
324,Max Griffin,5' 11,170.0,5' 11,4.14,0.48,3.94,0.56,1.7,0.51,0.66,0.5,0,1,0,0,40.0
325,Tyson Griffin,5' 6,145.0,5' 6,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,0,1,0,0,41.0
326,Gabe Green,5' 10,170.0,5' 10,6.57,0.46,7.23,0.49,1.0,1.0,0.57,0.5,0,0,0,1,32.0
327,Bobby Green,5' 10,155.0,5' 10,5.17,0.51,3.32,0.63,1.56,0.41,0.72,0.3,0,1,0,0,39.0
328,Matt Grice,5' 8,145.0,5' 8,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,0,1,0,0,44.0
329,Forrest Griffin,6' 3,205.0,6' 3,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,0,1,0,0,47.0
330,Jordan Griffin,5' 10,145.0,5' 10,2.6,0.46,3.18,0.48,0.78,0.23,0.42,1.8,0,0,1,0,36.0
