,fighter_name,Height,Weight,Reach,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Stance_Open Stance,Stance_Orthodox,Stance_Southpaw,Stance_Switch
497,Brock Lesnar,6' 3,265.,6' 3,"Jul 12, 1977",3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5,0,1,0,0
498,Valerie Letourneau,5' 7,115.,5' 7,"Apr 29, 1983",4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,0,1,0,0
499,Marcus LeVesseur,5' 9,155.,5' 9,"Jul 17, 1982",2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6,0,0,1,0
500,Natan Levy,5' 9,155.,5' 9,"Sep 30, 1991",1.65,0.6,0.82,0.57,2.75,1.0,1.0,2.8,0,0,1,0
501,Hyun Gyu Lim,6' 3,170.,6' 3,"Jan 16, 1985",4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2,0,1,0,0
502,Dhiego Lima,6' 2,170.,6' 2,"Jan 31, 1989",3.14,0.38,3.93,0.59,1.38,0.42,0.73,0.7,0,1,0,0
503,Jess Liaudin,5' 9,170.,5' 9,,2.46,0.51,2.76,0.41,3.28,0.53,0.3,1.6,0,1,0,0
504,Matt Lindland,6' 0,185.,6' 0,"May 17, 1970",2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,0,0,1,0
505,John Lineker,5' 3,135.,5' 3,"Jun 12, 1990",5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,0,1,0,0
506,Ariane Lipski,5' 6,125.,5' 6,"Jan 26, 1994",3.03,0.32,4.45,0.48,0.27,0.25,0.45,0.5,0,1,0,0
507,Dean Lister,6' 1,185.,6' 1,"Feb 13, 1976",1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1,0,1,0,0
508,Dylan Lockard,5' 9,145.,5' 9,"May 19, 1992",1.31,0.53,3.31,0.52,2.31,0.4,0.28,1.2,0,1,0,0
509,David Loiseau,6' 0,185.,6' 0,"Dec 17, 1979",1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,0,1,0,0
510,Hector Lombard,5' 9,185.,5' 9,"Feb 02, 1978",3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,0,0,1,0
511,Gustavo Lopez,5' 5,135.,5' 5,"Jun 27, 1989",2.24,0.41,4.65,0.51,1.07,0.5,0.27,0.5,0,1,0,0
512,Matthew Lopez,5' 7,135.,5' 7,"Jan 21, 1987",3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3,0,0,1,0
513,Duane Ludwig,5' 10,170.,5' 10,"Aug 04, 1978",4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1,0,1,0,0
514,Travis Lutter,5' 11,185.,5' 11,"May 12, 1973",0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,0,1,0,0
515,Tucker Lutz,5' 8,155.,5' 8,"Jul 12, 1994",4.33,0.49,2.8,0.47,2.0,0.57,0.81,0.5,0,1,0,0
516,Vicente Luque,5' 11,170.,5' 11,"Nov 27, 1991",5.72,0.53,5.82,0.52,0.68,0.5,0.64,0.8,0,1,0,0
517,Chris Lytle,5' 11,170.,5' 11,"Aug 18, 1974",3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,0,1,0,0
518,Jason MacDonald,6' 3,185.,6' 3,"Jun 03, 1975",1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,0,1,0,0
519,Rob MacDonald,6' 3,205.,6' 3,"Sep 05, 1978",1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4,0,1,0,0
520,Rory MacDonald,6' 0,170.,6' 0,"Jul 22, 1989",3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,0,1,0,0
521,Veronica Macedo,5' 4,125.,5' 4,"Oct 30, 1995",3.13,0.39,5.06,0.43,0.57,0.18,0.46,0.6,0,0,1,0
522,Lyoto Machida,6' 1,185.,6' 1,"May 30, 1978",2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,0,0,1,0
523,Don Madge,6' 0,155.,6' 0,"Nov 12, 1990",2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7,0,0,1,0
524,Yoshiro Maeda,5' 7,139.,5' 7,"Oct 31, 1981",2.36,0.33,2.55,0.63,2.93,0.51,0.5,0.7,0,0,1,0
525,Vinny Magalhaes,6' 3,205.,6' 3,"Jul 02, 1984",2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,0,1,0,0
526,Caio Magalhaes,6' 1,185.,6' 1,"Dec 14, 1987",2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,0,1,0,0
527,Reza Madadi,5' 11,155.,5' 11,"Jun 20, 1978",2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,0,1,0,0
528,Angela Magana,5' 1,115.,5' 1,"Aug 02, 1983",1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,0,1,0,0
529,Neil Magny,6' 3,170.,6' 3,"Aug 03, 1987",3.67,0.47,2.05,0.56,2.46,0.45,0.57,0.3,0,1,0,0
530,Rashid Magomedov,5' 9,155.,5' 9,"Nov 29, 1984",4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,0,1,0,0
531,John Maguire,5' 9,155.,5' 9,"May 19, 1983",1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,0,0,1,0
532,Zabit Magomedsharipov,6' 1,145.,6' 1,"Mar 01, 1991",4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8,0,1,0,0
533,Leonardo Mafra,5' 10,155.,5' 10,"Apr 25, 1989",4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4,0,1,0,0
534,Jennifer Maia,5' 4,125.,5' 4,"Oct 06, 1988",3.34,0.39,3.52,0.52,0.34,0.5,0.56,0.2,0,1,0,0
535,Demian Maia,6' 1,170.,6' 1,"Nov 06, 1977",1.82,0.43,2.03,0.63,2.55,0.26,0.61,1.0,0,0,1,0
536,Islam Makhachev,5' 10,155.,5' 10,"Oct 27, 1991",2.0,0.56,0.77,0.7,3.46,0.68,0.93,1.0,0,0,1,0
537,Zach Makovsky,5' 4,125.,5' 4,"Apr 19, 1983",1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,0,0,1,0
538,Fabio Maldonado,6' 1,205.,6' 1,"Mar 17, 1980",5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,0,1,0,0
539,Nate Maness,5' 10,135.,5' 10,"Jun 27, 1991",2.4,0.45,4.63,0.45,1.33,0.66,0.88,0.7,0,1,0,0
540,Cristiano Marcello,5' 9,155.,5' 9,"Dec 03, 1977",2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9,0,1,0,0
541,Jimi Manuwa,6' 1,205.,6' 1,"Feb 18, 1980",3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,0,1,0,0
542,Ronny Markes,6' 1,185.,6' 1,"Apr 21, 1988",2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,0,1,0,0
543,Randa Markos,5' 4,115.,5' 4,"Aug 10, 1985",2.85,0.41,3.2,0.59,1.23,0.28,0.57,0.2,0,1,0,0
544,Nate Marquardt,6' 0,185.,6' 0,"Apr 20, 1979",2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,0,1,0,0
545,Danilo Marques,6' 6,205.,6' 6,"Dec 26, 1985",1.81,0.88,1.41,0.5,4.83,0.34,0.0,1.2,0,1,0,0
546,Carmelo Marrero,6' 0,205.,6' 0,"Jan 26, 1981",0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,0,1,0,0
547,Eliot Marshall,6' 2,205.,6' 2,"Jul 07, 1980",1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,0,1,0,0
548,Mallory Martin,5' 4,115.,5' 4,"Jan 29, 1994",3.99,0.59,5.53,0.58,3.37,0.63,0.25,0.5,0,1,0,0
549,Anthony Rocco Martin,6' 0,170.,6' 0,"Dec 11, 1989",2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,0,1,0,0
550,Adriano Martins,5' 10,155.,5' 10,"Dec 16, 1982",1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,0,0,1,0
551,Jameel Massouh,5' 10,145.,5' 10,"Sep 12, 1984",1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7,0,1,0,0
552,Mike Massenzio,6' 2,185.,6' 2,"Nov 01, 1982",2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,0,0,1,0
553,Jorge Masvidal,5' 11,170.,5' 11,"Nov 12, 1984",4.2,0.47,3.0,0.65,1.57,0.59,0.77,0.4,0,1,0,0
554,Jake Matthews,5' 11,170.,5' 11,"Aug 19, 1994",3.03,0.44,2.16,0.61,1.93,0.41,0.66,0.6,0,1,0,0
555,Vladimir Matyushenko,6' 0,205.,6' 0,"Jan 04, 1971",1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,0,1,0,0
556,Gina Mazany,5' 6,125.,5' 6,"Aug 19, 1988",3.45,0.47,3.07,0.51,4.41,0.63,0.33,0.3,0,0,1,0
557,Gray Maynard,5' 9,155.,5' 9,"May 09, 1979",1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,0,1,0,0
558,Sabina Mazo,5' 7,135.,5' 7,"Mar 25, 1997",6.56,0.44,3.91,0.6,0.81,0.8,0.66,0.2,0,1,0,0
559,Molly McCann,5' 4,125.,5' 4,"May 04, 1990",5.15,0.5,4.28,0.65,1.64,0.29,0.28,0.7,0,1,0,0
560,Charles McCarthy,5' 10,185.,5' 10,"Aug 06, 1980",0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7,0,1,0,0
561,Sean McCorkle,6' 7,265.,6' 7,"Jul 17, 1976",0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,0,1,0,0
562,Tamdan McCrory,6' 4,185.,6' 4,"Nov 05, 1986",2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,0,0,0,1
563,Michael McDonald,5' 9,135.,5' 9,"Jan 15, 1991",2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,0,1,0,0
564,Robert McDaniel,6' 3,185.,6' 3,"May 03, 1983",1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,0,0,1,0
565,Drew McFedries,6' 0,185.,6' 0,"Jul 27, 1978",5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,0,0,1,0
566,Court McGee,5' 11,170.,5' 11,"Dec 12, 1984",4.9,0.36,3.94,0.61,1.6,0.21,0.63,0.4,0,1,0,0
567,Cody McKenzie,6' 0,155.,6' 0,"Dec 16, 1987",1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,0,0,0,1
568,Garreth McLellan,6' 1,185.,6' 1,"Sep 01, 1982",3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,0,0,1,0
569,Sara McMann,5' 6,135.,5' 6,"Sep 24, 1980",2.32,0.45,1.94,0.48,4.41,0.65,0.5,0.5,0,1,0,0
570,James McSweeney,6' 4,230.,6' 4,"Oct 24, 1980",3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1,0,0,0,1
571,Tim Means,6' 2,170.,6' 2,"Feb 20, 1984",5.16,0.48,3.58,0.61,0.92,0.41,0.64,0.2,0,1,0,0
572,Yancy Medeiros,5' 10,155.,5' 10,"Sep 07, 1987",4.05,0.35,5.38,0.46,0.12,0.25,0.76,0.5,0,1,0,0
573,Emil Meek,5' 11,170.,5' 11,"Aug 20, 1988",2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0,0,0,0,1
574,Gerald Meerschaert,6' 1,185.,6' 1,"Dec 18, 1987",3.3,0.42,3.61,0.51,2.33,0.43,0.46,1.7,0,0,1,0
575,Jordan Mein,6' 0,170.,6' 0,"Oct 10, 1989",3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,0,1,0,0
576,Gilbert Melendez,5' 9,145.,5' 9,"Apr 12, 1982",3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,0,1,0,0
577,Chad Mendes,5' 6,145.,5' 6,"May 01, 1985",2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,0,1,0,0
578,Ivan Menjivar,5' 6,145.,5' 6,"May 30, 1982",2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,0,1,0,0
579,Yaotzin Meza,5' 9,145.,5' 9,"Feb 04, 1981",1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,0,1,0,0
580,Dan Miller,6' 1,185.,6' 1,"Jun 30, 1981",2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,0,1,0,0
581,Cole Miller,6' 1,145.,6' 1,"Apr 26, 1984",3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,0,1,0,0
582,Jim Miller,5' 8,155.,5' 8,"Aug 30, 1983",2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,0,0,1,0
583,Darrick Minner,5' 7,145.,5' 7,"Apr 28, 1990",3.24,0.7,1.4,0.43,3.0,0.62,0.6,3.6,0,1,0,0
584,Frank Mir,6' 3,264.,6' 3,"May 24, 1979",2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,0,0,1,0
585,Vitor Miranda,6' 1,185.,6' 1,"Mar 10, 1979",2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,0,1,0,0
586,David Mitchell,6' 0,170.,6' 0,"Oct 24, 1979",1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,0,1,0,0
587,Bryce Mitchell,5' 10,145.,5' 10,"Oct 04, 1994",2.29,0.61,1.46,0.6,3.26,0.46,0.33,2.3,0,0,1,0
588,Hiromitsu Miura,5' 9,170.,5' 9,"Sep 22, 1981",2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6,0,1,0,0
589,Takeya Mizugaki,5' 7,135.,5' 7,"Dec 16, 1983",3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,0,1,0,0
590,Bobby Moffett,5' 10,145.,5' 10,"Jun 01, 1990",3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4,0,1,0,0
591,Roxanne Modafferi,5' 7,125.,5' 7,"Sep 24, 1982",3.13,0.3,5.03,0.53,1.42,0.23,0.3,0.1,0,1,0,0
592,Thiago Moises,5' 9,155.,5' 9,"Mar 23, 1995",2.85,0.37,3.88,0.6,1.06,0.33,0.63,1.2,0,1,0,0
593,Renato Moicano,5' 11,155.,5' 11,"May 21, 1989",5.4,0.46,3.74,0.65,1.28,0.53,0.78,0.6,0,1,0,0
594,Jeff Monson,5' 9,247.,5' 9,"Jan 18, 1971",0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,0,1,0,0
595,Darrell Montague,5' 6,125.,5' 6,"Nov 03, 1987",1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,0,0,1,0
596,Nicco Montano,5' 5,135.,5' 5,"Dec 16, 1988",5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4,0,0,1,0
597,Sergio Moraes,6' 0,170.,6' 0,"Jul 23, 1982",2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,0,1,0,0
598,Marlon Moraes,5' 6,135.,5' 6,"Apr 26, 1988",3.38,0.39,4.11,0.56,1.0,0.41,0.66,0.4,0,1,0,0
599,John Moraga,5' 6,125.,5' 6,"Mar 20, 1984",2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,0,1,0,0
600,Joseph Morales,5' 6,125.,5' 6,"Aug 22, 1994",1.58,0.37,1.72,0.6,0.53,0.5,0.23,2.6,0,0,0,1
601,Albert Morales,5' 9,135.,5' 9,"May 25, 1991",3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,0,1,0,0
602,Christian Morecraft,6' 6,260.,6' 6,"Sep 08, 1986",2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,0,1,0,0
603,Sarah Moras,5' 7,135.,5' 7,"Apr 30, 1988",2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,0,1,0,0
604,Vinicius Moreira,6' 4,205.,6' 4,"Feb 28, 1989",3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3,0,1,0,0
605,Brandon Moreno,5' 7,125.,5' 7,"Dec 07, 1993",3.41,0.38,3.41,0.59,2.01,0.45,0.67,0.6,0,1,0,0
606,Dan Moret,6' 0,155.,6' 0,"Nov 21, 1986",2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4,0,0,1,0
607,Alex Morono,5' 11,170.,5' 11,"Aug 16, 1990",4.96,0.42,3.69,0.56,0.44,0.28,0.47,0.4,0,1,0,0
608,Maryna Moroz,5' 7,125.,5' 7,"Sep 08, 1991",4.09,0.31,4.15,0.53,0.56,0.18,0.47,0.4,0,1,0,0
609,Gegard Mousasi,6' 2,185.,6' 2,"Aug 01, 1985",3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,0,1,0,0
610,Su Mudaerji,5' 8,125.,5' 8,"Jan 20, 1996",4.49,0.51,2.19,0.68,0.4,1.0,0.77,0.8,0,0,1,0
611,Belal Muhammad,5' 11,170.,5' 11,"Jul 09, 1988",4.75,0.43,4.02,0.6,1.97,0.28,0.85,0.2,0,1,0,0
612,Jamie Mullarkey,6' 0,155.,6' 0,"Aug 17, 1994",1.87,0.33,4.6,0.42,4.0,0.3,0.66,0.5,0,1,0,0
613,Pedro Munhoz,5' 6,135.,5' 6,"Sep 07, 1986",5.6,0.43,5.87,0.58,0.68,0.21,0.8,0.8,0,1,0,0
614,Andre Muniz,6' 1,185.,6' 1,"Feb 17, 1990",2.21,0.58,1.8,0.45,2.61,0.35,0.37,2.2,0,0,1,0
615,Mark Munoz,6' 0,185.,6' 0,"Feb 09, 1978",3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,0,1,0,0
616,Johnny Munoz,5' 9,145.,5' 9,"Feb 16, 1993",3.27,0.62,1.4,0.58,2.0,0.12,0.0,1.0,0,1,0,0
617,Makhmud Muradov,6' 2,185.,6' 2,"Feb 08, 1990",5.32,0.42,2.92,0.64,0.36,0.16,1.0,0.4,0,1,0,0
618,Kanako Murata,5' 1,115.,5' 1,"Aug 10, 1993",1.93,0.67,1.93,0.52,4.0,0.44,0.0,2.0,0,1,0,0
619,Lauren Murphy,5' 5,125.,5' 5,"Jul 27, 1983",3.8,0.38,3.82,0.63,1.18,0.37,0.7,0.1,0,1,0,0
620,Lerone Murphy,5' 9,145.,5' 9,"Jul 22, 1991",2.86,0.42,2.07,0.63,0.87,0.33,0.41,0.9,0,1,0,0
621,Nicholas Musoke,6' 0,170.,6' 0,"Apr 05, 1986",3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,0,1,0,0
622,Magomed Mustafaev,5' 8,155.,5' 8,"Aug 02, 1988",2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,0,1,0,0
623,Keita Nakamura,5' 11,170.,5' 11,"May 22, 1984",2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,0,0,1,0
624,Kazuhiro Nakamura,5' 11,205.,5' 11,"Jul 16, 1979",1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6,0,1,0,0
625,Rose Namajunas,5' 5,115.,5' 5,"Jun 29, 1992",4.13,0.4,3.98,0.6,1.91,0.53,0.5,0.8,0,1,0,0
626,Bobby Nash,6' 0,170.,6' 0,"Mar 26, 1990",3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,0,1,0,0
627,Rodrigo Nascimento,6' 2,246.,6' 2,"Nov 26, 1992",4.23,0.55,4.32,0.42,2.7,1.0,1.0,2.7,0,1,0,0
628,Rafael Natal,6' 0,185.,6' 0,"Dec 25, 1982",3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,0,1,0,0
629,Ismail Naurdiev,5' 10,170.,5' 10,"Aug 18, 1996",3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2,0,1,0,0
630,Geoff Neal,5' 11,170.,5' 11,"Aug 28, 1990",4.94,0.49,4.93,0.61,0.5,0.5,0.92,0.2,0,0,1,0
631,Josh Neer,5' 11,170.,5' 11,"Mar 24, 1983",3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,0,1,0,0
632,Shane Nelson,5' 9,155.,5' 9,"Nov 29, 1984",1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,0,0,1,0
633,Kyle Nelson,5' 11,155.,5' 11,"Apr 20, 1991",3.63,0.41,6.82,0.47,0.96,0.12,0.6,1.9,0,0,0,1
634,Gunnar Nelson,5' 11,170.,5' 11,"Jul 28, 1988",1.71,0.57,3.33,0.49,1.72,0.55,0.66,0.9,0,0,0,1
635,Roy Nelson,6' 0,263.,6' 0,"Jun 20, 1976",2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0,1,0,0
636,Antonio Braga Neto,6' 3,185.,6' 3,"Oct 29, 1987",1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,0,1,0,0
637,Ben Nguyen,5' 5,125.,5' 5,"Aug 03, 1988",3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,0,0,0,1
638,Matheus Nicolau,5' 6,125.,5' 6,"Jan 06, 1993",3.79,0.52,2.83,0.67,1.93,0.44,1.0,1.4,0,1,0,0
639,Tom Niinimaki,5' 9,145.,5' 9,"Jul 25, 1982",1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,0,1,0,0
640,Ramsey Nijem,5' 11,155.,5' 11,"Apr 01, 1988",3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,0,1,0,0
641,Guangyou Ning,5' 4,145.,5' 4,"Dec 15, 1981",2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,0,0,1,0
642,Anthony Njokuani,6' 1,155.,6' 1,"Mar 01, 1980",3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,0,1,0,0
643,Antonio Rodrigo Nogueira,6' 3,240.,6' 3,"Jun 02, 1976",1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,0,1,0,0
644,Rogerio Nogueira,6' 2,205.,6' 2,"Jun 02, 1976",2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,0,0,1,0
645,Kyle Noke,6' 1,170.,6' 1,"Mar 18, 1980",3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,0,0,1,0
646,Sage Northcutt,6' 0,170.,6' 0,"Mar 01, 1996",3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,0,1,0,0
647,Amanda Nunes,5' 8,145.,5' 8,"May 30, 1988",4.5,0.51,2.45,0.57,2.5,0.53,0.84,0.9,0,1,0,0
648,Phillipe Nover,5' 9,145.,5' 9,"Feb 03, 1984",1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,0,1,0,0
649,Diego Nunes,5' 6,145.,5' 6,"Nov 30, 1982",2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,0,1,0,0
650,Khabib Nurmagomedov,5' 10,155.,5' 10,"Sep 20, 1988",4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,0,1,0,0
651,Jake O'Brien,6' 3,205.,6' 3,"Sep 25, 1984",1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,0,1,0,0
652,Sean O'Malley,5' 11,135.,5' 11,"Oct 24, 1994",6.35,0.57,3.76,0.64,1.05,0.5,0.61,1.1,0,0,0,1
653,Casey O'Neill,5' 6,125.,5' 6,"Oct 07, 1997",5.64,0.72,1.84,0.42,6.91,0.66,0.0,1.7,0,0,0,0
654,Brendan O'Reilly,5' 7,170.,5' 7,"Jun 24, 1987",1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,0,1,0,0
655,Yushin Okami,6' 2,170.,6' 2,"Jul 21, 1981",2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,0,0,1,0
656,Aleksei Oleinik,6' 2,240.,6' 2,"Jun 20, 1977",3.47,0.5,3.85,0.44,2.38,0.46,0.33,2.4,0,1,0,0
657,Rafaello Oliveira,5' 8,155.,5' 8,"Jan 26, 1982",2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,0,1,0,0
658,Charles Oliveira,5' 10,155.,5' 10,"Oct 17, 1989",3.22,0.52,2.94,0.54,2.64,0.44,0.57,2.8,0,1,0,0
659,Alex Oliveira,5' 11,170.,5' 11,"Feb 21, 1988",2.87,0.5,2.18,0.48,2.41,0.37,0.63,0.6,0,1,0,0
660,Cameron Olson,6' 1,205.,6' 1,"Nov 22, 1989",3.13,0.47,2.2,0.57,3.0,0.42,1.0,1.0,0,1,0,0
661,Daniel Omielanczuk,6' 0,247.,6' 0,"Aug 31, 1982",3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,0,0,1,0
